Set,Champion,Cost,Role,Origin 1,Origin 2,Class 1,Class 2,Range,Summary,Skill Description,Step,Skill Type,Trigger (When),Condition (Only if),Action Source,Legacy action,Aim Target,Offset,AOE (hex),Skill Range,Count,Volley Shape,Fire Timing,Cast (s),Effect Recipient,Effect Category,Effect Detail,Amount,Scaling Type,Scaling,Effect Cadence,Effect Duration (s),Action group
Set 10,Gnar,2 Gold,ADFighter,Pentakill,,Superfan,Mosher,2,Transforming Mosher,"Leap over the current target and transform into Mega Gnar for the rest of combat, gaining 500/550/600% Ability Power Health and 70/70/70% Attack Damage. Subsequent casts deal 335/335/335% Attack Damage physical damage to the current target.",1,Active,On Cast,If not Transformed,Self,Move Behind,Current,—,—,2,—,—,—,—,Self,Movement,(reposition),—,—,leaps over the current target,Once,—,Movement
Set 10,Gnar,2 Gold,ADFighter,Pentakill,,Superfan,Mosher,2,Transforming Mosher,"Leap over the current target and transform into Mega Gnar for the rest of combat, gaining 500/550/600% Ability Power Health and 70/70/70% Attack Damage. Subsequent casts deal 335/335/335% Attack Damage physical damage to the current target.",1,Active,On Cast,If Transformed,Self,Cast,Current,—,—,2,—,—,—,—,Same to Aim Target,Attack,Damage,335/335/335% AD,—,—,Once,—,Direct
Set 10,Gnar,2 Gold,ADFighter,Pentakill,,Superfan,Mosher,2,Transforming Mosher,"Leap over the current target and transform into Mega Gnar for the rest of combat, gaining 500/550/600% Ability Power Health and 70/70/70% Attack Damage. Subsequent casts deal 335/335/335% Attack Damage physical damage to the current target.",2,Active,After Step 1,If not Transformed,Self,Cast,Self,—,—,2,—,—,—,—,Self,Buff,Bonus HP,500/550/600% AP,—,—,Once,Permanent,Direct
Set 10,Gnar,2 Gold,ADFighter,Pentakill,,Superfan,Mosher,2,Transforming Mosher,"Leap over the current target and transform into Mega Gnar for the rest of combat, gaining 500/550/600% Ability Power Health and 70/70/70% Attack Damage. Subsequent casts deal 335/335/335% Attack Damage physical damage to the current target.",2,Active,After Step 1,If not Transformed,Self,Cast,Self,—,—,2,—,—,—,—,Self,Buff,AD,70/70/70%,—,—,Once,Permanent,Direct
Set 10,Kayle,2 Gold,APCarry,Pentakill,,Edgelord,,4,Wave-Attack Edgelord,Passive: Attacks deal 35/55/80% Ability Power bonus magic damage in waves at the current target and behind them. Active: Deal 240/360/540% Ability Power magic damage to enemies around the target. Shred enemies hit for 4/4/4 seconds. Shred: Reduce Magic Resist by 30/30/30%.,0.1,Passive,On Attack,—,Self,Pierce Projectile,Current,default,Box 1x2,4,1,—,—,—,Enemies in path,Attack,Damage,35/55/80% AP,—,hits the target and enemies behind them,Once,—,Projectile
Set 10,Kayle,2 Gold,APCarry,Pentakill,,Edgelord,,4,Wave-Attack Edgelord,Passive: Attacks deal 35/55/80% Ability Power bonus magic damage in waves at the current target and behind them. Active: Deal 240/360/540% Ability Power magic damage to enemies around the target. Shred enemies hit for 4/4/4 seconds. Shred: Reduce Magic Resist by 30/30/30%.,1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Attack,Damage,240/360/540% AP,—,—,Once,—,AOE
Set 10,Kayle,2 Gold,APCarry,Pentakill,,Edgelord,,4,Wave-Attack Edgelord,Passive: Attacks deal 35/55/80% Ability Power bonus magic damage in waves at the current target and behind them. Active: Deal 240/360/540% Ability Power magic damage to enemies around the target. Shred enemies hit for 4/4/4 seconds. Shred: Reduce Magic Resist by 30/30/30%.,1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Debuff,MR,30/30/30%,—,Shred,Once,4/4/4,AOE
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",0.1,Passive,On Kill,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,AP,4/4/4%,Stacking,—,Once,Permanent,Direct
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",0.1,Passive,On Kill,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,AD,4/4/4%,Stacking,—,Once,Permanent,Direct
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",0.1,Passive,On Kill,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Armor,4/4/4,Stacking,—,Once,Permanent,Direct
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",0.1,Passive,On Kill,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,MR,4/4/4,Stacking,—,Once,Permanent,Direct
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Shield,500/575/650% AP,—,—,Once,—,Direct
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",2,Active,On Cast,—,Self,Zone AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,220/330/525% AP,Per Tick,total over the duration,Every 1s,3/3/3,AOE
Set 10,Mordekaiser,3 Gold,APTank,Pentakill,,Sentinel,,1,Shielded Zone Sentinel,"Gain a 500/575/650% Ability Power Shield and deal 220/330/525% Ability Power magic damage to adjacent enemies over 3/3/3 seconds. Afterwards, deal 220/330/525% Ability Power magic damage to nearby enemies. When Face-Melter kills an enemy, gain 4/4/4% Ability Power and Attack Damage, and 4/4/4 Armor and Magic Resist.",3,Active,On Cast Expire,—,Self,Circle AOE,Self,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,220/330/525% AP,—,—,Once,—,AOE
Set 10,Karthus,4 Gold,APCasterHighMana,Pentakill,,Executioner,,4,Crit-Scaling Executioner,"Passive: Gain Ability Power based on Critical Strike Chance (scales with Critical Strike Chance). Active: Deal 270/405/900% Ability Power magic damage to the 4/4/6 lowest Health enemies, always critically striking if possible. Gain 40% Ability Power for the rest of combat.",0.1,Passive,Game Start,—,Self,Cast,Self,—,—,4,—,—,—,—,Self,Buff,AP,unknown,Derived,of Critical Strike Chance,Once,Permanent,Direct
Set 10,Karthus,4 Gold,APCasterHighMana,Pentakill,,Executioner,,4,Crit-Scaling Executioner,"Passive: Gain Ability Power based on Critical Strike Chance (scales with Critical Strike Chance). Active: Deal 270/405/900% Ability Power magic damage to the 4/4/6 lowest Health enemies, always critically striking if possible. Gain 40% Ability Power for the rest of combat.",1,Active,On Cast,—,Self,Cast,4/4/6 lowest-HP enemies,—,—,4,4/4/6,—,At Once,—,Same to Aim Target,Attack,Damage,270/405/900% AP,—,—,Once,—,Direct
Set 10,Karthus,4 Gold,APCasterHighMana,Pentakill,,Executioner,,4,Crit-Scaling Executioner,"Passive: Gain Ability Power based on Critical Strike Chance (scales with Critical Strike Chance). Active: Deal 270/405/900% Ability Power magic damage to the 4/4/6 lowest Health enemies, always critically striking if possible. Gain 40% Ability Power for the rest of combat.",1,Active,On Cast,—,Self,Cast,4/4/6 lowest-HP enemies,—,—,4,4/4/6,—,At Once,—,Self,Buff,Crit Chance,100%,—,always crits if possible,Once,—,Direct
Set 10,Karthus,4 Gold,APCasterHighMana,Pentakill,,Executioner,,4,Crit-Scaling Executioner,"Passive: Gain Ability Power based on Critical Strike Chance (scales with Critical Strike Chance). Active: Deal 270/405/900% Ability Power magic damage to the 4/4/6 lowest Health enemies, always critically striking if possible. Gain 40% Ability Power for the rest of combat.",2,Active,After Step 1,—,Self,Cast,Self,—,—,4,—,—,—,—,Self,Buff,AP,40%,—,—,Once,Permanent,Direct
Set 10,Viego,4 Gold,ADFighter,Pentakill,,Edgelord,,1,Mark-Amplifying Edgelord,Slam on a nearby hex. Deal 225/225/450% Attack Damage physical damage to enemies within two hexes and mark them for 5/5/5 seconds. Marked enemies take 10/10/10% increased damage from all sources. Viego's attacks on marked enemies deal 10/10/10% Attack Damage physical damage instead.,0.1,Passive,On Attack,If Target Marked,Self,Bonus on AA,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,10/10/10% AD,—,replaces the normal attack damage,Once,—,On-Hit
Set 10,Viego,4 Gold,ADFighter,Pentakill,,Edgelord,,1,Mark-Amplifying Edgelord,Slam on a nearby hex. Deal 225/225/450% Attack Damage physical damage to enemies within two hexes and mark them for 5/5/5 seconds. Marked enemies take 10/10/10% increased damage from all sources. Viego's attacks on marked enemies deal 10/10/10% Attack Damage physical damage instead.,1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Attack,Damage,225/225/450% AD,—,—,Once,—,AOE
Set 10,Viego,4 Gold,ADFighter,Pentakill,,Edgelord,,1,Mark-Amplifying Edgelord,Slam on a nearby hex. Deal 225/225/450% Attack Damage physical damage to enemies within two hexes and mark them for 5/5/5 seconds. Marked enemies take 10/10/10% increased damage from all sources. Viego's attacks on marked enemies deal 10/10/10% Attack Damage physical damage instead.,1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Mark,—,—,—,Once,5/5/5,AOE
Set 10,Viego,4 Gold,ADFighter,Pentakill,,Edgelord,,1,Mark-Amplifying Edgelord,Slam on a nearby hex. Deal 225/225/450% Attack Damage physical damage to enemies within two hexes and mark them for 5/5/5 seconds. Marked enemies take 10/10/10% increased damage from all sources. Viego's attacks on marked enemies deal 10/10/10% Attack Damage physical damage instead.,1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Debuff,Damage Amplification,10/10/10%,—,from all sources,Once,5/5/5,AOE
Set 10,Yorick,5 Gold,ADFighter,Pentakill,,Mosher,Guardian,1,Ghoul-Horde Mosher,Summon 9/10/25 headbanging ghouls that pile towards the center of the board. Each deals 150/150/1000% Attack Damage physical damage over three attacks. Ghouls' damage 20% Sunders for 3 seconds. Every other cast also summons a BIG ghoul with 900/1750/9001% Ability Power Health that deals 250/250/2000% Attack Damage physical damage each attack. Sunder: Reduce Armor by 20%,1,Active,On Cast,—,Self,Charge Summon,Board centre,—,—,1,9/10/25,—,At Once,—,—,Summon,(summon),—,—,headbanging ghouls,Once,—,Summon
Set 10,Yorick,5 Gold,ADFighter,Pentakill,,Mosher,Guardian,1,Ghoul-Horde Mosher,Summon 9/10/25 headbanging ghouls that pile towards the center of the board. Each deals 150/150/1000% Attack Damage physical damage over three attacks. Ghouls' damage 20% Sunders for 3 seconds. Every other cast also summons a BIG ghoul with 900/1750/9001% Ability Power Health that deals 250/250/2000% Attack Damage physical damage each attack. Sunder: Reduce Armor by 20%,2,Active,After Step 1,—,Step 1 Summon,Summon Attack,Nearest enemy,default,default,1,3,—,Consecutive,—,Same to Aim Target,Attack,Damage,150/150/1000% AD,—,total over three attacks,Once,—,Attack
Set 10,Yorick,5 Gold,ADFighter,Pentakill,,Mosher,Guardian,1,Ghoul-Horde Mosher,Summon 9/10/25 headbanging ghouls that pile towards the center of the board. Each deals 150/150/1000% Attack Damage physical damage over three attacks. Ghouls' damage 20% Sunders for 3 seconds. Every other cast also summons a BIG ghoul with 900/1750/9001% Ability Power Health that deals 250/250/2000% Attack Damage physical damage each attack. Sunder: Reduce Armor by 20%,2,Active,After Step 1,—,Step 1 Summon,Summon Attack,Nearest enemy,default,default,1,3,—,Consecutive,—,Same to Aim Target,Debuff,DEF,20%,—,Sunder,Once,3,Attack
Set 10,Yorick,5 Gold,ADFighter,Pentakill,,Mosher,Guardian,1,Ghoul-Horde Mosher,Summon 9/10/25 headbanging ghouls that pile towards the center of the board. Each deals 150/150/1000% Attack Damage physical damage over three attacks. Ghouls' damage 20% Sunders for 3 seconds. Every other cast also summons a BIG ghoul with 900/1750/9001% Ability Power Health that deals 250/250/2000% Attack Damage physical damage each attack. Sunder: Reduce Armor by 20%,3,Active,On 2nd Cast,—,Self,Hero Summon,Board centre,—,—,1,1,—,—,—,—,Summon,(summon),900/1750/9001% AP HP,—,the BIG ghoul,Once,—,Summon
Set 10,Yorick,5 Gold,ADFighter,Pentakill,,Mosher,Guardian,1,Ghoul-Horde Mosher,Summon 9/10/25 headbanging ghouls that pile towards the center of the board. Each deals 150/150/1000% Attack Damage physical damage over three attacks. Ghouls' damage 20% Sunders for 3 seconds. Every other cast also summons a BIG ghoul with 900/1750/9001% Ability Power Health that deals 250/250/2000% Attack Damage physical damage each attack. Sunder: Reduce Armor by 20%,4,Active,After Step 3,—,Step 3 Summon,Summon Attack,Nearest enemy,default,default,1,1,—,—,—,Same to Aim Target,Attack,Damage,250/250/2000% AD,—,each attack,Once,—,Attack
Set 10,Kennen,1 Gold,APTank,True Damage,,Superfan,Guardian,2,Random-Jolt Guardian,Discharge 2/2/2 Jolts over 2/2/2 seconds. Each Jolt deals 145/215/325% Ability Power magic damage to a random enemy within range and Stuns them for 0.75/0.75/0.75 seconds.,1,Active,On Cast,—,Self,Cast,Random enemy in range,—,—,2,2/2/2,—,Consecutive,—,Same to Aim Target,Attack,Damage,145/215/325% AP,—,2/2/2 Jolts discharged over 2/2/2 seconds,Once,—,Direct
Set 10,Kennen,1 Gold,APTank,True Damage,,Superfan,Guardian,2,Random-Jolt Guardian,Discharge 2/2/2 Jolts over 2/2/2 seconds. Each Jolt deals 145/215/325% Ability Power magic damage to a random enemy within range and Stuns them for 0.75/0.75/0.75 seconds.,1,Active,On Cast,—,Self,Cast,Random enemy in range,—,—,2,2/2/2,—,Consecutive,—,Same to Aim Target,Status,Stun,—,—,—,Once,0.75/0.75/0.75,Direct
Set 10,Yasuo,1 Gold,ADFighter,True Damage,,Edgelord,,1,Kill-Stacking Edgelord,Passive: Yasuo permanently gains 1.5% Attack Damage when he kills an enemy champion (doubled in Hyper Roll). Active: Deal 280% Attack Damage physical damage to the current target.,0.1,Passive,On Kill,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,AD,1.5%,Stacking,doubled in Hyper Roll,Once,Permanent,Direct
Set 10,Yasuo,1 Gold,ADFighter,True Damage,,Edgelord,,1,Kill-Stacking Edgelord,Passive: Yasuo permanently gains 1.5% Attack Damage when he kills an enemy champion (doubled in Hyper Roll). Active: Deal 280% Attack Damage physical damage to the current target.,1,Active,On Cast,—,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,280% AD,—,—,Once,—,Direct
Set 10,Senna,2 Gold,APCasterHighMana,True Damage,,Rapidfire,,5,Pulsing-Blast Rapidfire,"Fire a blast of sound at the current target's location. It pulses 3/3/3 times, each dealing 105/155/225% Ability Power magic damage to enemies within 1/1/1 hex.",1,Active,On Cast,—,Self,Circle AOE,Current,centred,Circle 1 hex,5,3/3/3,—,Consecutive,—,Enemies in area,Attack,Damage,105/155/225% AP,—,per pulse,Once,—,AOE
Set 10,Ekko,3 Gold,APTank,True Damage,,Spellweaver,Sentinel,1,Stun-and-Shield Sentinel,Deal 60/90/145% Ability Power magic damage to enemies within 2 hexes and Stun them for 1/1/1 seconds. Gain a 400/450/550% Ability Power Health shield for 4/4/4 seconds.,1,Active,On Cast,—,Self,Circle AOE,Self,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Attack,Damage,60/90/145% AP,—,—,Once,—,AOE
Set 10,Ekko,3 Gold,APTank,True Damage,,Spellweaver,Sentinel,1,Stun-and-Shield Sentinel,Deal 60/90/145% Ability Power magic damage to enemies within 2 hexes and Stun them for 1/1/1 seconds. Gain a 400/450/550% Ability Power Health shield for 4/4/4 seconds.,1,Active,On Cast,—,Self,Circle AOE,Self,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Stun,—,—,—,Once,1/1/1,AOE
Set 10,Ekko,3 Gold,APTank,True Damage,,Spellweaver,Sentinel,1,Stun-and-Shield Sentinel,Deal 60/90/145% Ability Power magic damage to enemies within 2 hexes and Stun them for 1/1/1 seconds. Gain a 400/450/550% Ability Power Health shield for 4/4/4 seconds.,2,Active,After Step 1,—,Self,Cast,Self,—,—,1,—,—,—,—,Self,Buff,Shield,400/450/550% AP,—,—,Once,4/4/4,Direct
